ASV,Kingdom,Phylum,Class,Order,Family,Genus
ASV_3742,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
ASV_3743,Eukaryota,NA,NA,NA,NA,NA
ASV_3744,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
ASV_3745,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3746,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Candidatus Nitrotoga
ASV_3747,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_3748,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_3749,Bacteria,Sva0485,NA,NA,NA,NA
ASV_375,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus
ASV_3750,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA
ASV_3751,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3752,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
ASV_3753,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_3754,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_3755,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA
ASV_3756,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
ASV_3757,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA
ASV_3758,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
ASV_3759,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
ASV_376,Eukaryota,NA,NA,NA,NA,NA
ASV_3760,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA
ASV_3761,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_3762,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3763,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3764,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
ASV_3765,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_3766,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_3767,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_3768,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_3769,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,C2U,NA
ASV_377,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Synechococcus PCC-7902
ASV_3770,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA
ASV_3771,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3773,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_3774,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila
ASV_3775,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3776,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta
ASV_3777,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_3778,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,Pleurocapsa PCC-7319
ASV_3779,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,CENA359
ASV_378,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax
ASV_3781,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
ASV_3782,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_3783,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA
ASV_3784,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
ASV_3785,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3786,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3788,Eukaryota,NA,NA,NA,NA,NA
ASV_3789,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Crenothrix
ASV_379,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus
ASV_3790,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_3791,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV_3792,Bacteria,Planctomycetota,OM190,NA,NA,NA
ASV_3793,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_3794,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA
ASV_3795,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA
ASV_3796,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA
ASV_3797,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
ASV_3798,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_3799,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_380,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_3800,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3801,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3802,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
ASV_3803,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_3804,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_3805,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
ASV_3806,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon
ASV_3807,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3808,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3809,Eukaryota,NA,NA,NA,NA,NA
ASV_381,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_3810,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_3811,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales Incertae Sedis,Microseira Carmichael-Alabama
ASV_3813,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
ASV_3814,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA
ASV_3815,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_3816,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3817,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_3818,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_3819,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_382,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_3820,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_3821,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV_3822,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3823,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3824,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter
ASV_3825,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3826,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium
ASV_3827,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_3828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV_3829,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_383,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_3830,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3831,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3832,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_3833,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_3834,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3835,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3836,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Crenothrix
ASV_3837,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Rivularia PCC-7116
ASV_3838,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_3839,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA
ASV_384,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3840,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_3841,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA
ASV_3842,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
ASV_3843,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3844,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania
ASV_3845,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
ASV_3846,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA
ASV_3847,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_385,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Wilmottia Ant-Ph58
ASV_3850,Eukaryota,NA,NA,NA,NA,NA
ASV_3851,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_3852,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
ASV_3853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_3854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
ASV_3855,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea
ASV_3856,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_3857,Bacteria,Sva0485,NA,NA,NA,NA
ASV_3858,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV_3859,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
ASV_386,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV_3860,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_3861,Bacteria,Sva0485,NA,NA,NA,NA
ASV_3862,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_3863,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles
ASV_3864,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3865,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles
ASV_3866,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_3867,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_3868,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
ASV_3869,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,NA
ASV_387,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_3870,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_3871,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_3872,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_3873,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3874,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_3875,Eukaryota,NA,NA,NA,NA,NA
ASV_3876,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_3877,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_3878,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella
ASV_3879,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_388,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Synechococcus PCC-7902
ASV_3880,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales Incertae Sedis,Microseira Carmichael-Alabama
ASV_3881,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_3882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_3883,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
ASV_3884,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3885,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
ASV_3886,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA
ASV_3888,Eukaryota,NA,NA,NA,NA,NA
ASV_3889,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_389,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3890,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA
ASV_3891,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_3892,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_3893,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
ASV_3894,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_3895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_3896,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrella
ASV_3897,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Flexibacter
ASV_3898,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV_3899,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
ASV_390,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_3901,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA
ASV_3902,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_3903,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_3904,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter
ASV_3905,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3906,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA
ASV_3907,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax
ASV_3908,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,NA
ASV_3909,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
ASV_391,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya ANT.L52.2
ASV_3910,Bacteria,Acidobacteriota,Subgroup 18,NA,NA,NA
ASV_3911,Eukaryota,NA,NA,NA,NA,NA
ASV_3912,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA
ASV_3913,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV_3914,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
ASV_3915,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_3916,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3917,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
ASV_3918,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_3919,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV_392,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_3920,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_3921,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_3922,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_3923,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307
ASV_3924,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_3925,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,NA,NA
ASV_3926,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_3927,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_3928,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
ASV_3929,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA
ASV_393,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_3930,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon PCC-7430
ASV_3931,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
ASV_3932,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parasegetibacter
ASV_3933,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA
ASV_3934,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group
ASV_3935,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
ASV_3938,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_3939,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Chamaesiphon PCC-7430
ASV_394,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Potamolinea 1PC
ASV_3940,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania
ASV_3941,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3943,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
ASV_3945,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
ASV_3946,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ASV_3947,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV_3948,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_3949,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_395,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3950,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
ASV_3951,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3952,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
ASV_3953,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA
ASV_3954,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_3955,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_3956,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_3957,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA
ASV_3958,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_3959,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
ASV_396,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
ASV_3960,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales Incertae Sedis,Microseira Carmichael-Alabama
ASV_3961,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
ASV_3962,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
ASV_3963,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,NA
ASV_3964,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3965,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_3966,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_3967,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3969,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles
ASV_397,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B
ASV_3970,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA
ASV_3971,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella
ASV_3972,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,GKS98 freshwater group
ASV_3973,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_3974,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
ASV_3975,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,NA,NA
ASV_3976,Bacteria,Acidobacteriota,Acidobacteriae,Paludibaculum,NA,NA
ASV_3977,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA
ASV_3979,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_398,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_3980,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_3982,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,[Polyangium] brachysporum group
ASV_3983,Eukaryota,NA,NA,NA,NA,NA
ASV_3984,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
ASV_3985,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA
ASV_3986,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,NA
ASV_3987,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula
ASV_3988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys
ASV_399,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_3990,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA
ASV_3991,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
